/begin_header
/data_file_name=nomad_seawifs_v1.3_2005262.txt
/delimiter=comma
/missing=-999
!
! NOMAD: the NASA bio-Optical Marine Algorithm Data set
! Version 1.3.sv, created on 7 March 2007
! SeaWiFS data product validation evaluation data set
! 
! This is a publicly available data set for research use only.
! Compiled by the NASA Ocean Biology Processing Group, Goddard Space Flight Center, U.S.A.
! Source data are available online via the SeaBASS Web site (http://seabass.gsfc.nasa.gov).
! Please contact the SeaBASS Administrator with questions (seabass@seabass.gsfc.nasa.gov).
!
! ~~~~ ALL USERS ARE ASKED TO ACKNOWLEDGE BOTH THE INDIVIDUAL DATA CONTRIBUTORS and SEABASS ~~~~
!
! Data were contributed by participants in the NASA SIMBIOS Program (NRA-96-MTPE-04 
! and NRA-99-OES-09) and by voluntary contributors.  A cruise name accompanies each 
! data record.  Cruise details, including contributors' names, are available online 
! using the "General Search" and "Cruise Search" utilities on the SeaBASS Web site 
! (http://seabass.gsfc.nasa.gov/search.html). 
!
! CITATION: Werdell, P.J. and S.W. Bailey, 2005: An improved in situ 
! bio-optical data set for ocean color algorithm development and satellite
! data product validation.  Remote Sensing of Environment, 98(1), 122-140.
!
! ~~~~ VALIDATION DISCLAIMER ~~~~
!
! The SeaWiFS data were acquired from the NASA OBPG and processed using an evaluation 
! version of MSL12 (5.6.0), which makes use of a developmental calibration table and
! vicarious gains.  These results cannot be replicated using previous versions of MSL12
! and the operational (Reprocessing 5.1) SeaWiFS calibration.  Operational validation
! results are available online via: http://seabass.gsfc.nasa.gov/matchup_results.html  
!
! The validation match-ups were generated following Bailey and Werdell (2006, Rem. Sens. 
! Environ., 102, 12-23).  To increase the sample size of this subset and to facilitate
! the evaluation of the validation exclusion criteria, the temporal and satellite 
! coefficient of variation thresholds were relaxed from those applied operationally by 
! the OBPG (+/- 3 hours and 0.15, respectively, as described in the above reference). 
! However, those stations satisfying these thresholds (and, therefore, used in the 
! operational OBPG validation data set) are indicated by '1' in the 'valid' column.          
!
! alphabetical description of data products
! -----------------------------------------
! ad       ~ detrital (non-algal) absorption coefficient (m-1)
! ag       ~ dissolved (gelbstoff) absorption coefficient (m-1)
! ap       ~ particulate absorption coefficient (m-1)
! bb       ~ total backscattering coefficient (m-1)
! chl      ~ fluorometric chlorophyll a
! cruise   ~ field campaign on which data record was collected
! cv       ~ coefficient of variation of valid SeaWiFS pixels (unitless)
! es       ~ spectral surface irradiance (uW cm-2 nm-1)
! etopo2   ~ NGDC ETOPO2 water depth (meters)
! flag     ~ NOMAD binary indicator flag (unitless)
! id       ~ NOMAD record identifier (unitless)
! kd       ~ diffuse downwelling irradiance coefficient (m-1)
! lw       ~ spectral water-leaving radiance (uW cm-2 nm-1 sr-1)
! oisst    ~ optimal interpolation (OI) sea surface temperature (SST) (degrees C)
! sal      ~ average salinity for 0-3 meters (PSU)
! sat_file ~ corresponding satellite Level-1A file
! sat_rrs  ~ satellite remote-sensing reflectance (sr-1)
! senz     ~ satellite viewing (zenith) angle (degrees)
! solz     ~ solar zenith angle at time of satellite overpass (degrees)
! tdiff    ~ time difference between the satellite and in situ observations (seconds)
! valid    ~ indicates satisfaction of the operational OBPG exclusion criteria (unitless)
! wt       ~ average water temperature for 0-3 meters (degrees C)
!
! dates and times are UTC
! negative latitudes are south of the Equator
! negative longitudes are west of the Prime Meridian
!
! references
! ----------
! oisst  ~ Reynolds et al. 2002 (J. Climate, 15, 1609-1625)
! etopo2 ~ Smith and Sandwell 1997 (Science, 277, 1956-1962); Jakobsson et al. 2000 (EOS Trans. AGU, 81, 89)
!
/fields=year,month,day,hour,minute,second,lat,lon,id,oisst,etopo2,chl,chl_a,kd405,kd411,kd443,kd455,kd465,kd489,kd510,kd520,kd530,kd550,kd555,kd560,kd565,kd570,kd590,kd619,kd625,kd665,kd670,kd683,lw405,lw411,lw443,lw455,lw465,lw489,lw510,lw520,lw530,lw550,lw555,lw560,lw565,lw570,lw590,lw619,lw625,lw665,lw670,lw683,es405,es411,es443,es455,es465,es489,es510,es520,es530,es550,es555,es560,es565,es570,es590,es619,es625,es665,es670,es683,ap405,ap411,ap443,ap455,ap465,ap489,ap510,ap520,ap530,ap550,ap555,ap560,ap565,ap570,ap590,ap619,ap625,ap665,ap670,ap683,ad405,ad411,ad443,ad455,ad465,ad489,ad510,ad520,ad530,ad550,ad555,ad560,ad565,ad570,ad590,ad619,ad625,ad665,ad670,ad683,ag405,ag411,ag443,ag455,ag465,ag489,ag510,ag520,ag530,ag550,ag555,ag560,ag565,ag570,ag590,ag619,ag625,ag665,ag670,ag683,bb405,bb411,bb443,bb455,bb465,bb489,bb510,bb520,bb530,bb550,bb555,bb560,bb565,bb570,bb590,bb619,bb625,bb665,bb670,bb683,wt,sal,flag,cruise,sat_rrs412,sat_rrs443,sat_rrs490,sat_rrs510,sat_rrs555,sat_rrs670,sat_file,tdiff,solz,senz,cv,valid
2001,08,28,18,45,00,27.313,-83.302,2041,29.9,33,0.12246,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.9998,0.9276,-999,-999,0.8164,0.5019,0.3738,0.3535,0.2448,0.227,0.2102,0.1945,0.1648,-999,0.028,0.028,0.0131,0.0129,0.0126,-999,129.843,147.242,-999,-999,154.039,156.856,149.502,153.708,153.015,151.358,150.114,149.591,149.809,-999,139.8,139.786,130.798,129.361,125.623,0.0117,0.0123,0.01378,0.01234,0.01079,0.00809,0.00427,0.00292,0.00214,0.0014,0.00123,0.00108,0.00096,0.00087,0.00069,0.00075,0.00075,0.00141,0.00167,0.00108,0.00308,0.00289,0.00205,0.0018,0.00162,0.00125,0.001,0.0009,0.00081,0.00065,0.00062,0.00059,0.00056,0.00053,0.00042,0.00031,0.00029,0.00019,0.00018,0.00016,0.0325,0.02527,0.0066,0.00399,0.00263,0.00096,0.0004,0.00026,0.00017,7e-05,6e-05,5e-05,4e-05,3e-05,1e-05,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh0901,0.01157,0.00982,0.00784,0.00526,0.00301,0.0005,S2001240180037.L1A_MLAC,-1740,20.4,46.4,0.0243,1
2001,08,29,15,00,00,27.012,-83.233,2046,29.9,38,0.13538,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.7677,0.7211,-999,-999,0.6199,0.3869,0.2951,0.2654,0.1887,0.1742,0.1604,0.1475,0.1354,-999,0.023,0.0231,0.0108,0.0107,0.0104,-999,105.166,120.191,-999,-999,126.515,128.953,122.951,126.399,125.822,124.437,123.376,122.909,123.069,-999,115.185,115.256,108.295,107.159,104.181,0.01181,0.01227,0.01339,0.01188,0.01049,0.0082,0.00473,0.00347,0.00281,0.0021,0.00184,0.00158,0.00138,0.00121,0.00088,0.00089,0.00092,0.00171,0.0021,0.0015,0.0036,0.00341,0.00255,0.00229,0.00209,0.00169,0.00139,0.00127,0.00116,0.00097,0.00093,0.00089,0.00085,0.00081,0.00068,0.00052,0.0005,0.00034,0.00033,0.00029,0.02617,0.02428,0.0163,0.01403,0.01239,0.00919,0.00707,0.00624,0.00551,0.00429,0.00404,0.00379,0.00357,0.00335,0.00261,0.00182,0.00169,0.00103,0.00096,0.00082,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh0901,0.00994,0.00841,0.00693,0.00451,0.00276,0.00041,S2001241170439.L1A_MLAC,8400,18.1,54.4,0.0445,1
2001,08,29,16,35,00,27.093,-83.069,2049,29.9,27,0.23835,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6601,0.6434,-999,-999,0.6571,0.462,0.3644,0.3434,0.2642,0.246,0.2287,0.2127,0.1826,-999,0.0426,0.0426,0.0133,0.0131,0.0128,-999,132.013,149.62,-999,-999,156.458,159.309,151.836,156.11,155.406,153.725,152.465,151.938,152.161,-999,141.965,141.943,132.778,131.315,127.51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh0901,0.00765,0.00697,0.0064,0.00471,0.00312,0.00044,S2001241170439.L1A_MLAC,2700,18.2,53.9,0.0651,1
2001,08,29,18,00,00,27.174,-82.905,2053,29.87,19,0.28167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5286,0.5832,-999,-999,0.6576,0.5388,0.4669,0.464,0.3823,0.3466,0.3282,0.3115,0.2963,-999,0.0582,0.0582,0.0272,0.0269,0.0261,-999,135.535,153.477,-999,-999,160.38,163.285,155.619,160,159.28,157.56,156.275,155.739,155.971,-999,145.471,145.437,135.982,134.476,130.563,0.02614,0.02726,0.02982,0.02775,0.02564,0.02006,0.01222,0.00912,0.00687,0.0042,0.00368,0.00323,0.00289,0.00264,0.00212,0.00196,0.00195,0.00331,0.00393,0.00268,0.00979,0.00915,0.00639,0.00559,0.00499,0.00381,0.00301,0.00269,0.00241,0.00192,0.00182,0.00172,0.00163,0.00154,0.00123,0.00089,0.00083,0.00053,0.0005,0.00044,0.06606,0.0601,0.03628,0.03003,0.02565,0.01757,0.0126,0.01077,0.0092,0.00671,0.0062,0.00573,0.0053,0.0049,0.00357,0.00226,0.00206,0.0011,0.00101,0.00082,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh0901,0.0068,0.0064,0.00625,0.00494,0.00367,0.00048,S2001241170439.L1A_MLAC,-2400,18.2,53.3,0.0502,1
2001,08,29,18,45,00,27.216,-82.821,2055,29.87,17,0.37561,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.4394,0.4983,-999,-999,0.5827,0.4841,0.4167,0.4132,0.3351,0.3164,0.2989,0.283,0.2535,-999,0.0418,0.0418,0.026,0.0258,0.025,-999,129.221,146.563,-999,-999,153.35,156.158,148.838,153.025,152.335,150.684,149.445,148.924,149.14,-999,139.185,139.173,130.237,128.808,125.089,0.02858,0.02968,0.0314,0.02821,0.02586,0.02022,0.01239,0.00939,0.00768,0.00562,0.0049,0.00418,0.0036,0.00312,0.00227,0.00237,0.00239,0.00429,0.00512,0.00377,0.00695,0.00655,0.00478,0.00425,0.00385,0.00304,0.00247,0.00224,0.00203,0.00166,0.00159,0.00151,0.00144,0.00137,0.00112,0.00084,0.0008,0.00054,0.00051,0.00045,0.0705,0.06382,0.03755,0.03077,0.02607,0.01751,0.01236,0.01047,0.00887,0.00636,0.00586,0.00539,0.00497,0.00457,0.00328,0.00203,0.00184,0.00095,0.00087,0.0007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh0901,0.00615,0.00588,0.00626,0.00501,0.00361,0.00032,S2001241170439.L1A_MLAC,-5100,18.3,53,0.0525,1
2001,08,29,19,20,00,27.258,-82.739,2057,29.87,13,0.55416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.4219,0.5208,-999,-999,0.7615,0.7025,0.6417,0.6598,0.5711,0.5508,0.5322,0.5163,0.4751,-999,0.0653,0.0653,0.0367,0.0363,0.0353,-999,120.541,137.052,-999,-999,143.677,146.351,139.507,143.428,142.778,141.223,140.048,139.546,139.742,-999,130.535,130.553,122.33,121.007,117.555,0.08228,0.08473,0.08731,0.07919,0.07305,0.05741,0.03637,0.02804,0.02259,0.01589,0.01417,0.01256,0.01125,0.01014,0.00781,0.00757,0.00758,0.01283,0.01514,0.01075,0.02979,0.02773,0.01894,0.01643,0.0146,0.01101,0.00861,0.00766,0.00682,0.00541,0.00511,0.00482,0.00456,0.0043,0.00342,0.00247,0.0023,0.00147,0.00139,0.00121,0.07937,0.07097,0.03909,0.03125,0.02594,0.01658,0.0112,0.0093,0.00772,0.00532,0.00485,0.00441,0.00402,0.00366,0.00252,0.00147,0.00132,0.00062,0.00057,0.00045,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1146899,eh0901,0.00581,0.00565,0.00633,0.0056,0.00489,0.00042,S2001241170439.L1A_MLAC,-7200,18.3,52.7,0.1071,1
2001,08,30,14,10,00,26.128,-82.96,2061,29.92,34,0.14117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.6446,0.6087,-999,-999,0.533,0.3242,0.2395,0.2154,0.1531,0.1413,0.13,0.1195,0.1097,-999,0.0187,0.0188,0.0089,0.0088,0.0085,-999,83.71,96.615,-999,-999,102.493,104.594,99.772,102.557,102.083,100.936,100.035,99.619,99.729,-999,93.689,93.831,88.627,87.753,85.438,0.01349,0.01417,0.01585,0.01418,0.01255,0.00961,0.00555,0.00398,0.00313,0.00228,0.002,0.00172,0.00151,0.00133,0.00097,0.00102,0.00105,0.00197,0.0024,0.00175,0.00366,0.00345,0.00253,0.00225,0.00205,0.00162,0.00132,0.0012,0.00109,0.0009,0.00086,0.00081,0.00078,0.00074,0.00061,0.00046,0.00043,0.0003,0.00028,0.00025,0.02371,0.02186,0.01418,0.01206,0.01053,0.00761,0.00573,0.00501,0.00437,0.00334,0.00312,0.00291,0.00272,0.00255,0.00194,0.00131,0.00121,0.0007,0.00066,0.00055,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh0901,0.00869,0.00735,0.00592,0.00346,0.0016,0.00015,S2001242174733.L1A_MLAC,13980,18.9,33.5,0.0511,0
2001,08,30,19,15,00,26.367,-83.009,2065,29.93,35,0.14025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.8948,0.8217,-999,-999,0.7151,0.4608,0.3542,0.3205,0.232,0.2152,0.1992,0.1843,0.1703,-999,0.0398,0.0398,0.0248,0.0246,0.0239,-999,122.571,139.279,-999,-999,145.944,148.65,141.695,145.677,145.019,143.441,142.251,141.745,141.945,-999,132.564,132.575,124.186,122.838,119.324,0.01291,0.01341,0.01482,0.01344,0.01192,0.00911,0.00521,0.00362,0.00273,0.00182,0.00157,0.00134,0.00115,0.00101,0.00075,0.00081,0.00083,0.00172,0.00212,0.00146,0.00308,0.00289,0.00209,0.00185,0.00167,0.00131,0.00106,0.00096,0.00086,0.00071,0.00067,0.00064,0.00061,0.00058,0.00047,0.00035,0.00033,0.00022,0.00021,0.00018,0.02662,0.02464,0.01632,0.01399,0.0123,0.00903,0.00689,0.00606,0.00533,0.00412,0.00386,0.00362,0.0034,0.00318,0.00246,0.0017,0.00157,0.00094,0.00088,0.00074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh0901,0.0081,0.00692,0.00574,0.00341,0.00161,0.00016,S2001242174733.L1A_MLAC,-4320,19.1,33,0.0303,1
2000,10,04,15,00,00,27.5031,-82.8835,2080,28.54,8,3.38186,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1705,0.2394,-999,-999,0.4025,0.4574,0.4586,0.5059,0.5265,0.5319,0.5273,0.5252,0.5258,-999,0.1469,0.1365,0.0891,0.0882,0.0953,-999,94.707,108.798,-999,-999,114.992,117.282,111.85,114.979,114.451,113.177,112.188,111.741,111.876,-999,104.914,105.028,98.956,97.951,95.301,0.1678,0.17197,0.16512,0.1452,0.13451,0.10777,0.08276,0.07133,0.06273,0.04962,0.04556,0.04141,0.03766,0.03421,0.02204,0.0213,0.02188,0.03628,0.04662,0.04301,0.04596,0.04292,0.02981,0.02601,0.0232,0.01765,0.0139,0.0124,0.01106,0.00881,0.00833,0.00786,0.00743,0.00701,0.00558,0.00402,0.00375,0.00238,0.00224,0.00194,0.30997,0.28022,0.16358,0.13369,0.11299,0.07546,0.05298,0.04478,0.03784,0.02703,0.02487,0.02285,0.02102,0.01931,0.01379,0.00847,0.00766,0.00391,0.00359,0.00289,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1000,0.00403,0.00393,0.00416,0.00427,0.00476,0.00101,S2000278180808.L1A_MLAC,11940,35.2,52.7,0.0817,0
2000,10,05,18,25,00,27.1751,-82.9054,2089,28.54,19,0.38418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5432,0.6322,-999,-999,0.7469,0.6201,0.524,0.5249,0.4263,0.3944,0.3776,0.3493,0.3229,-999,0.0503,0.0503,0.0236,0.035,0.034,-999,115.574,131.707,-999,-999,138.323,140.938,134.361,138.133,137.506,136.001,134.857,134.362,134.545,-999,125.789,125.833,118.051,116.792,113.499,0.02551,0.02676,0.02986,0.02752,0.0257,0.01977,0.01194,0.00889,0.00695,0.00463,0.00406,0.0035,0.00304,0.00269,0.00233,0.00221,0.00226,0.0038,0.00468,0.00374,0.0054,0.00506,0.00356,0.00313,0.0028,0.00215,0.00171,0.00153,0.00137,0.0011,0.00105,0.00099,0.00094,0.00089,0.00071,0.00052,0.00049,0.00031,0.0003,0.00026,0.05136,0.04668,0.02805,0.02317,0.01976,0.01348,0.00965,0.00823,0.00702,0.0051,0.00472,0.00435,0.00402,0.00371,0.0027,0.0017,0.00155,0.00082,0.00075,0.00061,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1000,0.00533,0.00538,0.00615,0.00485,0.00344,0.00032,S2000279171203.L1A_MLAC,-3660,32.2,47.7,0.0816,1
2000,10,05,19,10,00,27.2159,-82.8227,2090,28.54,17,0.5127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3865,0.4661,-999,-999,0.5918,0.5006,0.4283,0.4278,0.3381,0.322,0.307,0.2813,0.2572,-999,0.0344,0.0344,0.0216,0.0214,0.0208,-999,104.458,119.511,-999,-999,125.907,128.35,122.383,125.812,125.238,123.856,122.794,122.324,122.481,-999,114.682,114.764,107.894,106.77,103.82,0.03255,0.03439,0.0384,0.03524,0.03315,0.02556,0.01584,0.01229,0.01005,0.00719,0.00632,0.00543,0.00467,0.0041,0.00342,0.00333,0.00344,0.00549,0.0067,0.00523,0.00684,0.00643,0.00463,0.0041,0.0037,0.00289,0.00233,0.0021,0.0019,0.00155,0.00147,0.0014,0.00133,0.00126,0.00103,0.00076,0.00072,0.00048,0.00045,0.0004,0.06203,0.05714,0.03686,0.03127,0.02727,0.01963,0.01471,0.01283,0.01119,0.00851,0.00795,0.00742,0.00693,0.00647,0.00492,0.00331,0.00305,0.00176,0.00164,0.00138,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1000,0.00448,0.00494,0.0061,0.00501,0.00372,0.00025,S2000279171203.L1A_MLAC,-6360,32.3,47.3,0.0617,1
2000,10,05,20,30,00,27.2964,-82.6583,2091,28.54,4,1.99772,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0653,0.1013,-999,-999,0.1892,0.2209,0.2196,0.2438,0.2606,0.2576,0.264,0.2629,0.2543,-999,0.0413,0.0414,0.0236,0.0233,0.0303,-999,72.553,84.407,-999,-999,90.108,92.047,87.835,90.278,89.857,88.831,88.009,87.617,87.7,-999,82.637,82.822,78.562,77.828,75.863,0.08807,0.09183,0.09774,0.08837,0.08293,0.06444,0.04503,0.03667,0.0305,0.02164,0.01944,0.01738,0.01572,0.01431,0.01127,0.01138,0.01183,0.02037,0.02623,0.02261,0.01274,0.01193,0.0084,0.00736,0.0066,0.00507,0.00403,0.00361,0.00324,0.0026,0.00246,0.00233,0.00221,0.00209,0.00168,0.00122,0.00114,0.00074,0.0007,0.00061,0.28152,0.25571,0.1531,0.12631,0.1076,0.07324,0.05228,0.04454,0.03794,0.02754,0.02543,0.02345,0.02166,0.01998,0.0145,0.00912,0.00828,0.00436,0.00402,0.00327,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1000,0.00082,0.00129,0.0024,0.00266,0.00348,0.00017,S2000279171203.L1A_MLAC,-11160,32.4,46.8,0.117,0
2000,10,06,14,05,00,26.4627,-83.2791,2092,28.61,46,0.15283,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5587,0.5438,-999,-999,0.4578,0.2879,0.1974,0.1765,0.1229,0.1129,0.1032,0.0942,0.0857,-999,0.0081,0.0081,0,0,0,-999,70.722,82.389,-999,-999,88.048,89.957,85.846,88.233,87.82,86.815,86.007,85.619,85.698,-999,80.792,80.984,76.873,76.162,74.253,0.01071,0.0113,0.01333,0.01204,0.01073,0.00833,0.00496,0.0035,0.00271,0.0019,0.00165,0.0014,0.0012,0.00105,0.00086,0.00089,0.00094,0.00179,0.00234,0.00209,0.00178,0.0017,0.00132,0.0012,0.00111,0.00092,0.00078,0.00072,0.00067,0.00057,0.00055,0.00053,0.00051,0.00049,0.00041,0.00033,0.00032,0.00023,0.00022,0.0002,0.03364,0.03158,0.02258,0.01991,0.01793,0.01394,0.01118,0.01006,0.00906,0.00735,0.00697,0.00662,0.00628,0.00596,0.00483,0.00356,0.00335,0.0022,0.00209,0.00182,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1000,0.01022,0.0085,0.00644,0.00382,0.00187,0.00022,S2000280175518.L1A_MLAC,14520,33.9,39.2,0.0705,0
2000,10,06,17,25,00,26.9374,-83.4541,2094,28.61,58,0.15489,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.8379,0.7874,-999,-999,0.6809,0.4575,0.3236,0.3037,0.216,0.1994,0.1836,0.1688,0.155,-999,0.0132,0.0132,0,0,0,-999,121.435,138.136,-999,-999,144.868,147.574,140.675,144.628,143.973,142.403,141.215,140.707,140.903,-999,131.643,131.668,123.406,122.075,118.602,0.01281,0.01332,0.01544,0.01415,0.01267,0.00954,0.00551,0.00375,0.0027,0.00162,0.00142,0.00123,0.00109,0.00097,0.00083,0.00082,0.00085,0.00166,0.00218,0.00192,0.00247,0.00231,0.00161,0.00141,0.00126,0.00096,0.00076,0.00068,0.00061,0.00048,0.00046,0.00043,0.00041,0.00039,0.00031,0.00023,0.00021,0.00013,0.00013,0.00011,0.03219,0.02994,0.02034,0.0176,0.0156,0.01167,0.00905,0.00802,0.00711,0.00559,0.00526,0.00495,0.00466,0.00439,0.00344,0.00243,0.00226,0.00139,0.00131,0.00112,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1000,0.00998,0.00838,0.00632,0.00397,0.00214,0.00036,S2000280175518.L1A_MLAC,2520,34.2,37.5,0.2202,0
2001,10,01,18,55,00,27.4653,-82.7536,2095,27.14,1,7.94139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1219,0.177,-999,-999,0.3191,0.393,0.4134,0.4781,0.5685,0.5754,0.5964,0.6071,0.6209,-999,0.2662,0.2663,0.1591,0.1687,0.1858,-999,110.803,126.46,-999,-999,132.971,135.51,129.195,132.819,132.215,130.764,129.655,129.172,129.344,-999,120.995,121.054,113.659,112.458,109.311,0.36995,0.37062,0.34495,0.30722,0.28561,0.22822,0.17352,0.14838,0.12816,0.09635,0.08886,0.082,0.07632,0.07106,0.05434,0.05294,0.05399,0.08291,0.10237,0.08381,0.12513,0.11688,0.08126,0.0709,0.06329,0.04819,0.03795,0.03388,0.03024,0.02409,0.02277,0.0215,0.02032,0.0192,0.0153,0.01101,0.01028,0.00653,0.00616,0.00532,1.07168,0.97563,0.59128,0.49004,0.41905,0.28783,0.20712,0.17711,0.15145,0.11075,0.10246,0.09471,0.08762,0.08099,0.05922,0.03764,0.03426,0.01832,0.01693,0.01382,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1001,0.00043,0.00105,0.00191,0.00248,0.00435,0.00166,S2001274173531.L1A_MLAC,-4080,31.6,22.7,0.1954,0
1999,11,07,14,35,00,26.4101,-82.1845,2112,24.7,33,3.57809,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.2861,0.4918,-999,-999,0.9535,1.1016,1.1208,1.2323,1.3243,1.3267,1.3318,1.3431,1.3443,-999,0.5806,0.5656,0.3424,0.3315,0.3233,-999,71.537,83.362,-999,-999,89.109,91.044,86.885,89.3,88.882,87.864,87.046,86.652,86.732,-999,81.775,81.971,77.823,77.104,75.175,0.2091,0.20982,0.19391,0.16932,0.15392,0.11843,0.08992,0.07862,0.06992,0.05636,0.05213,0.04821,0.0449,0.04142,0.02814,0.02751,0.02792,0.04674,0.05629,0.04383,0.08892,0.08296,0.05731,0.04988,0.04444,0.03367,0.02641,0.02352,0.02096,0.01663,0.0157,0.01482,0.01399,0.0132,0.01047,0.00749,0.00699,0.0044,0.00415,0.00357,0.53609,0.4828,0.27622,0.22404,0.18816,0.12378,0.08575,0.07203,0.06049,0.04267,0.03913,0.03584,0.03286,0.0301,0.02123,0.01281,0.01153,0.00574,0.00526,0.00419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98323,eh1199,0.0041,0.00599,0.01025,0.01167,0.01466,0.0039,S1999311173041.L1A_MLAC,11280,43.4,22.5,0.1081,0
